applicant_id,gender,age,age_group,race,income,coapplicant_income,credit_score,loan_amount,loan_term,employment_years,home_ownership,education,self_employed,dependents,property_area,dti,loan_status
L02555,Male,52,Middle-aged,Caucasian,43200.0,0.0,617,160500.0,360,9.4,Mortgage,Graduate,No,0,Semiurban,0.267,1
L02556,Female,55,Middle-aged,Caucasian,36200.0,0.0,594,176300.0,180,6.2,Own,Undergraduate,No,1,Semiurban,0.493,0
L02557,Male,40,Middle-aged,African American,52400.0,27300.0,638,321400.0,120,12.3,Rent,Graduate,No,0,Semiurban,0.537,0
L02558,Male,36,Middle-aged,Hispanic,38900.0,16500.0,608,250300.0,120,5.4,Mortgage,Graduate,Yes,0,Semiurban,0.602,0
L02559,Male,55,Middle-aged,Caucasian,85600.0,0.0,734,306400.0,360,11.9,Rent,Graduate,No,2,Urban,0.258,1
L02560,Male,26,Young,Caucasian,35300.0,0.0,432,110800.0,360,4.0,Rent,Graduate,No,2,Semiurban,0.226,0
L02561,Female,46,Middle-aged,African American,34100.0,0.0,564,136300.0,360,4.2,Rent,Graduate,No,0,Semiurban,0.288,0
L02562,Female,24,Young,Caucasian,30600.0,0.0,617,97500.0,360,3.5,Own,Graduate,No,3+,Rural,0.229,1
L02563,Male,53,Middle-aged,Caucasian,58000.0,38700.0,651,267500.0,360,6.0,Mortgage,Graduate,No,0,Urban,0.199,1
L02564,Male,37,Middle-aged,Hispanic,43800.0,27900.0,658,254900.0,360,5.4,Rent,Graduate,No,0,Urban,0.256,1
L02565,Male,56,Senior,African American,36900.0,0.0,652,159900.0,360,7.6,Mortgage,Graduate,No,0,Rural,0.312,0
L02566,Male,46,Middle-aged,Caucasian,78900.0,0.0,647,244400.0,360,5.3,Mortgage,Undergraduate,No,2,Semiurban,0.223,1
L02567,Male,26,Young,Caucasian,37700.0,23800.0,574,201400.0,360,1.9,Mortgage,Graduate,No,2,Urban,0.236,1
L02568,Male,58,Senior,African American,49600.0,0.0,789,208000.0,360,12.5,Mortgage,Graduate,Yes,1,Rural,0.302,1
L02569,Female,59,Senior,Asian,30600.0,0.0,728,110300.0,360,13.2,Rent,Undergraduate,No,0,Urban,0.259,1
L02570,Female,51,Middle-aged,Asian,43600.0,15500.0,664,257400.0,120,6.5,Mortgage,Graduate,No,1,Semiurban,0.58,0
L02571,Male,31,Middle-aged,Caucasian,30400.0,0.0,598,102200.0,360,5.4,Own,Graduate,No,0,Rural,0.242,1
L02572,Female,37,Middle-aged,Hispanic,28200.0,0.0,633,100700.0,360,6.0,Rent,Graduate,Yes,2,Rural,0.257,0
L02573,Male,42,Middle-aged,Caucasian,47400.0,33100.0,673,218100.0,360,5.8,Rent,Undergraduate,No,0,Urban,0.195,1
L02574,Male,32,Middle-aged,African American,81000.0,0.0,660,264200.0,360,3.7,Mortgage,Graduate,Yes,0,Urban,0.235,1
L02575,Male,61,Senior,Caucasian,51000.0,24400.0,610,318600.0,360,7.5,Mortgage,Graduate,Yes,3+,Semiurban,0.304,1
L02576,Female,42,Middle-aged,Caucasian,80800.0,0.0,757,292900.0,360,13.9,Rent,Graduate,Yes,0,Urban,0.261,1
L02577,Female,18,Young,Hispanic,40200.0,15100.0,596,223200.0,360,9.0,Mortgage,Undergraduate,No,0,Urban,0.29,0
L02578,Female,45,Middle-aged,Caucasian,35700.0,21400.0,739,186700.0,360,6.7,Mortgage,Graduate,No,0,Semiurban,0.235,1
L02579,Male,36,Middle-aged,Caucasian,90700.0,0.0,660,401900.0,360,9.1,Mortgage,Graduate,No,2,Urban,0.319,1
L02580,Female,40,Middle-aged,Asian,49600.0,30200.0,607,334300.0,360,6.7,Rent,Undergraduate,No,0,Rural,0.301,0
L02581,Male,36,Middle-aged,African American,30300.0,29000.0,684,224300.0,360,3.1,Rent,Undergraduate,No,0,Semiurban,0.272,1
L02582,Female,50,Middle-aged,Asian,50300.0,0.0,656,158700.0,360,13.4,Mortgage,Graduate,No,0,Semiurban,0.227,1
L02583,Male,54,Middle-aged,Caucasian,43600.0,28100.0,646,287200.0,360,6.6,Rent,Undergraduate,No,0,Rural,0.288,1
L02584,Male,44,Middle-aged,Caucasian,22100.0,23100.0,534,138300.0,180,10.0,Rent,Undergraduate,No,3+,Semiurban,0.31,0
L02585,Female,36,Middle-aged,Hispanic,53500.0,0.0,659,202600.0,180,6.4,Rent,Graduate,No,3+,Rural,0.383,0
L02586,Female,40,Middle-aged,Caucasian,64600.0,0.0,605,291500.0,360,9.2,Rent,Undergraduate,No,3+,Urban,0.325,1
L02587,Male,41,Middle-aged,Hispanic,92000.0,0.0,631,472700.0,180,6.6,Rent,Undergraduate,No,0,Semiurban,0.52,0
L02588,Female,31,Middle-aged,Caucasian,49300.0,0.0,579,158300.0,360,8.0,Mortgage,Graduate,No,2,Rural,0.231,0
L02589,Male,47,Middle-aged,Asian,44400.0,0.0,655,209900.0,180,4.5,Mortgage,Graduate,No,1,Semiurban,0.479,0
L02590,Female,46,Middle-aged,Caucasian,58200.0,0.0,546,201200.0,360,4.4,Rent,Graduate,No,0,Urban,0.249,0
L02591,Female,59,Senior,Caucasian,58500.0,0.0,645,225500.0,360,17.5,Rent,Graduate,No,2,Semiurban,0.277,1
L02592,Female,56,Senior,Hispanic,70800.0,0.0,722,351600.0,360,12.6,Rent,Graduate,No,2,Semiurban,0.357,1
L02593,Female,32,Middle-aged,Caucasian,40900.0,0.0,528,172900.0,360,10.9,Own,Graduate,No,0,Semiurban,0.304,0
L02594,Male,50,Middle-aged,African American,36700.0,0.0,637,115700.0,120,7.8,Rent,Undergraduate,No,3+,Rural,0.42,0
L02595,Male,29,Young,Asian,36800.0,0.0,558,152500.0,360,4.7,Mortgage,Undergraduate,No,2,Rural,0.298,0
L02596,Female,49,Middle-aged,African American,39500.0,36800.0,603,282400.0,360,8.5,Rent,Graduate,No,1,Urban,0.266,1
L02597,Male,34,Middle-aged,Hispanic,23700.0,0.0,692,99300.0,360,3.8,Own,Graduate,No,2,Semiurban,0.301,1
L02598,Male,28,Young,Caucasian,66900.0,0.0,519,225800.0,180,8.1,Rent,Graduate,No,0,Semiurban,0.342,0
L02599,Male,44,Middle-aged,Caucasian,62000.0,0.0,684,248100.0,360,12.7,Mortgage,Graduate,No,2,Urban,0.288,1
L02600,Male,18,Young,Caucasian,61900.0,0.0,570,314400.0,180,11.9,Rent,Graduate,No,1,Urban,0.514,0
L02601,Female,19,Young,Caucasian,44000.0,0.0,555,197200.0,360,3.8,Mortgage,Graduate,No,0,Semiurban,0.322,0
L02602,Male,38,Middle-aged,Caucasian,90500.0,40900.0,585,521400.0,360,5.7,Mortgage,Graduate,No,0,Semiurban,0.285,1
L02603,Female,41,Middle-aged,Caucasian,59100.0,0.0,677,281800.0,360,12.3,Rent,Graduate,No,2,Semiurban,0.343,1
L02604,Male,36,Middle-aged,Caucasian,38500.0,31800.0,596,177700.0,360,9.7,Rent,Graduate,No,2,Semiurban,0.182,1
L02605,Male,22,Young,Caucasian,38700.0,0.0,567,166700.0,180,10.7,Mortgage,Graduate,No,3+,Rural,0.436,0
L02606,Male,31,Middle-aged,Caucasian,34500.0,0.0,603,132700.0,360,7.3,Rent,Graduate,Yes,0,Rural,0.277,1
L02607,Male,45,Middle-aged,Asian,61100.0,16400.0,629,231400.0,360,14.8,Mortgage,Graduate,No,0,Semiurban,0.215,1
L02608,Male,47,Middle-aged,Caucasian,32900.0,13000.0,499,137700.0,360,4.8,Rent,Graduate,No,1,Semiurban,0.216,0
L02609,Female,40,Middle-aged,Caucasian,64300.0,16800.0,604,348500.0,360,9.0,Mortgage,Graduate,No,2,Rural,0.309,1
L02610,Male,54,Middle-aged,Hispanic,74900.0,58500.0,717,356900.0,360,5.9,Mortgage,Undergraduate,No,2,Semiurban,0.192,1
L02611,Female,45,Middle-aged,Caucasian,29300.0,0.0,523,108500.0,360,11.0,Rent,Undergraduate,No,0,Semiurban,0.266,0
L02612,Male,32,Middle-aged,Hispanic,41000.0,25400.0,538,198600.0,360,7.1,Mortgage,Graduate,No,1,Semiurban,0.215,1
L02613,Male,37,Middle-aged,African American,39500.0,0.0,584,122800.0,360,2.9,Mortgage,Graduate,No,0,Semiurban,0.224,1
L02614,Female,24,Young,Caucasian,59300.0,63800.0,562,377000.0,120,5.5,Rent,Graduate,No,1,Urban,0.408,0
L02615,Male,39,Middle-aged,African American,74700.0,0.0,639,352800.0,360,3.9,Mortgage,Graduate,No,0,Semiurban,0.34,1
L02616,Male,54,Middle-aged,Asian,25000.0,0.0,558,76200.0,360,6.2,Mortgage,Graduate,No,0,Urban,0.219,1
L02617,Male,49,Middle-aged,Caucasian,43200.0,20700.0,607,176500.0,360,5.5,Mortgage,Graduate,No,2,Rural,0.199,1
L02618,Male,57,Senior,Hispanic,39700.0,0.0,637,183400.0,360,9.2,Rent,Graduate,No,0,Semiurban,0.332,1
L02619,Female,37,Middle-aged,Caucasian,23800.0,0.0,636,103200.0,360,3.5,Mortgage,Undergraduate,No,0,Urban,0.312,0
L02620,Male,57,Senior,Caucasian,40400.0,0.0,715,186200.0,360,6.5,Own,Graduate,No,0,Semiurban,0.332,1
L02621,Female,38,Middle-aged,Caucasian,49400.0,19400.0,603,210200.0,360,4.5,Mortgage,Undergraduate,No,0,Rural,0.22,0
L02622,Female,58,Senior,Caucasian,37300.0,21200.0,753,233700.0,360,6.0,Mortgage,Graduate,Yes,0,Rural,0.287,1
L02623,Male,40,Middle-aged,Caucasian,26400.0,21000.0,593,153400.0,360,4.9,Mortgage,Graduate,No,0,Urban,0.233,1
L02624,Female,49,Middle-aged,Hispanic,116100.0,15000.0,739,542700.0,360,9.5,Rent,Graduate,No,0,Rural,0.298,1
L02625,Male,58,Senior,Caucasian,54500.0,0.0,769,174800.0,360,10.6,Own,Undergraduate,No,0,Rural,0.231,1
L02626,Female,38,Middle-aged,Caucasian,43600.0,0.0,623,150900.0,360,20.5,Rent,Graduate,No,0,Semiurban,0.249,0
L02627,Male,43,Middle-aged,Caucasian,31600.0,0.0,530,149800.0,360,4.4,Rent,Graduate,No,0,Rural,0.341,0
L02628,Female,56,Senior,Hispanic,40800.0,0.0,645,143000.0,360,15.7,Mortgage,Undergraduate,No,0,Rural,0.252,1
L02629,Male,39,Middle-aged,Hispanic,41300.0,0.0,577,132500.0,360,5.6,Mortgage,Graduate,No,0,Semiurban,0.231,1
L02630,Male,25,Young,Asian,23000.0,0.0,562,99900.0,360,3.5,Rent,Graduate,No,2,Rural,0.312,0
L02631,Female,66,Senior,Hispanic,24000.0,0.0,760,101600.0,360,9.3,Rent,Graduate,No,2,Urban,0.305,1
L02632,Female,35,Middle-aged,Asian,57300.0,12400.0,547,279200.0,360,3.2,Rent,Graduate,No,2,Rural,0.288,0
L02633,Male,42,Middle-aged,Hispanic,96000.0,0.0,680,421600.0,180,6.9,Mortgage,Graduate,No,0,Semiurban,0.445,1
L02634,Male,54,Middle-aged,African American,45400.0,28300.0,587,249600.0,120,13.1,Rent,Graduate,No,0,Semiurban,0.451,0
L02635,Female,33,Middle-aged,Caucasian,64800.0,37300.0,605,348200.0,360,12.7,Rent,Undergraduate,No,0,Rural,0.245,1
L02636,Female,28,Young,Caucasian,39200.0,74800.0,641,401700.0,360,18.0,Own,Undergraduate,No,1,Rural,0.254,1
L02637,Female,44,Middle-aged,African American,30800.0,17700.0,632,169100.0,360,11.6,Mortgage,Graduate,No,0,Semiurban,0.251,1
L02638,Female,19,Young,Caucasian,64500.0,0.0,589,283100.0,360,5.0,Rent,Graduate,No,1,Urban,0.316,0
L02639,Female,37,Middle-aged,Caucasian,81000.0,18500.0,604,327200.0,360,6.3,Mortgage,Graduate,No,1,Semiurban,0.237,1
L02640,Female,43,Middle-aged,Caucasian,70100.0,15000.0,662,387400.0,360,14.1,Rent,Undergraduate,No,3+,Rural,0.328,1
L02641,Male,37,Middle-aged,Hispanic,28800.0,0.0,704,88000.0,360,9.6,Rent,Graduate,Yes,3+,Semiurban,0.22,1
L02642,Male,22,Young,Caucasian,47700.0,38700.0,540,290700.0,360,1.5,Own,Graduate,No,2,Rural,0.242,0
L02643,Female,60,Senior,Asian,46600.0,0.0,764,180000.0,360,12.0,Rent,Undergraduate,No,0,Rural,0.278,1
L02644,Female,42,Middle-aged,African American,28700.0,0.0,680,125100.0,360,6.4,Mortgage,Graduate,No,3+,Semiurban,0.314,1
L02645,Male,58,Senior,Hispanic,51500.0,0.0,733,196200.0,360,10.5,Mortgage,Undergraduate,No,1,Semiurban,0.274,1
L02646,Male,37,Middle-aged,Hispanic,61300.0,33100.0,646,364400.0,360,14.3,Rent,Graduate,No,1,Urban,0.278,1
L02647,Female,30,Middle-aged,Asian,62200.0,14200.0,688,212500.0,360,7.1,Mortgage,Graduate,No,0,Semiurban,0.2,1
L02648,Male,44,Middle-aged,Caucasian,96200.0,14000.0,605,405700.0,360,17.9,Mortgage,Graduate,No,0,Urban,0.265,1
L02649,Male,38,Middle-aged,Caucasian,43000.0,35500.0,574,301600.0,360,13.1,Mortgage,Undergraduate,No,1,Semiurban,0.276,0
L02650,Male,26,Young,Caucasian,28400.0,0.0,630,101200.0,360,1.9,Mortgage,Graduate,No,0,Rural,0.256,1
L02651,Male,58,Senior,Asian,56600.0,0.0,673,176500.0,360,6.1,Mortgage,Undergraduate,No,0,Semiurban,0.224,1
L02652,Male,33,Middle-aged,Hispanic,93700.0,26700.0,638,444400.0,180,4.7,Mortgage,Graduate,No,0,Urban,0.374,0
L02653,Male,18,Young,Asian,40500.0,0.0,432,210500.0,360,10.0,Mortgage,Graduate,No,0,Rural,0.374,0
L02654,Male,56,Senior,Caucasian,64500.0,0.0,632,202800.0,360,7.0,Mortgage,Graduate,No,0,Semiurban,0.226,1
L02655,Female,34,Middle-aged,Caucasian,55000.0,0.0,547,173700.0,180,8.3,Mortgage,Graduate,No,0,Semiurban,0.32,0
L02656,Male,33,Middle-aged,Caucasian,52900.0,0.0,644,229500.0,360,5.5,Mortgage,Graduate,No,0,Semiurban,0.312,1
L02657,Female,19,Young,Caucasian,41800.0,32200.0,573,210100.0,360,7.0,Mortgage,Graduate,No,0,Semiurban,0.204,0
L02658,Female,61,Senior,Caucasian,28800.0,0.0,599,113000.0,180,7.4,Mortgage,Graduate,No,0,Urban,0.397,0
L02659,Male,25,Young,Caucasian,20000.0,14200.0,735,134200.0,360,2.4,Mortgage,Undergraduate,No,3+,Semiurban,0.282,1
L02660,Female,41,Middle-aged,Asian,26700.0,8600.0,668,107900.0,360,4.8,Own,Undergraduate,No,0,Urban,0.22,1
L02661,Male,51,Middle-aged,Caucasian,41900.0,0.0,696,193500.0,360,8.9,Own,Graduate,Yes,1,Rural,0.332,1
L02662,Female,46,Middle-aged,Caucasian,64600.0,0.0,775,267100.0,360,5.9,Mortgage,Graduate,Yes,0,Rural,0.297,1
L02663,Male,40,Middle-aged,Hispanic,42300.0,0.0,664,213000.0,360,11.6,Mortgage,Graduate,No,0,Urban,0.362,0
L02664,Female,20,Young,Caucasian,33900.0,14200.0,533,215200.0,120,2.4,Mortgage,Graduate,No,0,Rural,0.596,0
L02665,Female,31,Middle-aged,Caucasian,29200.0,0.0,539,119500.0,360,7.4,Mortgage,Graduate,Yes,3+,Rural,0.294,0
L02666,Male,43,Middle-aged,Caucasian,63700.0,0.0,696,274900.0,360,18.6,Own,Graduate,No,0,Semiurban,0.31,1
L02667,Male,31,Middle-aged,Caucasian,84400.0,31100.0,513,472400.0,360,6.6,Mortgage,Undergraduate,Yes,0,Urban,0.294,0
L02668,Female,43,Middle-aged,Caucasian,63800.0,0.0,633,237100.0,360,5.1,Own,Graduate,Yes,1,Semiurban,0.267,1
L02669,Female,49,Middle-aged,Caucasian,53100.0,63300.0,508,304900.0,180,13.5,Mortgage,Graduate,No,2,Semiurban,0.265,0
L02670,Male,52,Middle-aged,Caucasian,27200.0,17800.0,628,189700.0,360,5.2,Rent,Graduate,No,1,Urban,0.303,0
L02671,Female,26,Young,Caucasian,36200.0,0.0,642,143800.0,360,2.7,Mortgage,Undergraduate,No,0,Urban,0.286,1
L02672,Male,67,Senior,Caucasian,106800.0,68700.0,725,430800.0,120,9.8,Mortgage,Undergraduate,No,1,Urban,0.327,1
L02673,Female,50,Middle-aged,Hispanic,57600.0,0.0,700,281400.0,360,5.9,Own,Graduate,Yes,3+,Urban,0.351,1
L02674,Male,40,Middle-aged,Caucasian,26500.0,33400.0,722,192700.0,120,7.9,Own,Undergraduate,No,2,Rural,0.429,1
L02675,Female,54,Middle-aged,Hispanic,36000.0,11000.0,624,141500.0,120,9.5,Mortgage,Graduate,Yes,0,Rural,0.401,1
L02676,Male,69,Senior,Caucasian,56700.0,0.0,840,173900.0,120,10.3,Mortgage,Graduate,No,0,Semiurban,0.409,1
L02677,Male,23,Young,Caucasian,36100.0,0.0,599,132000.0,360,2.5,Mortgage,Graduate,No,0,Semiurban,0.263,1
L02678,Male,38,Middle-aged,Asian,20000.0,24500.0,652,168200.0,360,5.8,Mortgage,Graduate,Yes,1,Rural,0.272,1
L02679,Male,18,Young,Caucasian,51000.0,0.0,554,260100.0,180,1.7,Own,Undergraduate,No,0,Rural,0.516,0
L02680,Male,43,Middle-aged,Caucasian,35800.0,33900.0,713,199300.0,360,5.0,Rent,Graduate,No,0,Rural,0.206,1
L02681,Male,45,Middle-aged,African American,28700.0,0.0,675,140100.0,180,6.2,Mortgage,Graduate,Yes,0,Semiurban,0.494,1
L02682,Female,40,Middle-aged,Caucasian,36200.0,0.0,700,144600.0,360,7.9,Mortgage,Graduate,No,0,Semiurban,0.287,1
L02683,Male,33,Middle-aged,Asian,46500.0,6600.0,612,223700.0,180,7.5,Rent,Undergraduate,Yes,0,Rural,0.427,0
L02684,Male,18,Young,Hispanic,44000.0,0.0,509,165100.0,360,1.8,Own,Graduate,No,0,Rural,0.27,0
L02685,Male,45,Middle-aged,Caucasian,34400.0,30400.0,645,210600.0,360,18.8,Mortgage,Graduate,Yes,3+,Rural,0.234,1
L02686,Male,58,Senior,Caucasian,44900.0,0.0,544,164400.0,360,7.5,Mortgage,Graduate,No,2,Rural,0.263,1
L02687,Male,33,Middle-aged,Caucasian,24300.0,0.0,571,76200.0,120,8.5,Mortgage,Graduate,Yes,0,Semiurban,0.418,0
L02688,Male,46,Middle-aged,Hispanic,50000.0,39600.0,643,235700.0,360,4.6,Own,Undergraduate,No,0,Semiurban,0.189,1
L02689,Male,22,Young,Asian,20000.0,0.0,714,73100.0,360,6.1,Rent,Undergraduate,No,0,Urban,0.263,1
L02690,Male,46,Middle-aged,Hispanic,39300.0,26900.0,642,278800.0,360,7.3,Rent,Graduate,No,1,Urban,0.303,1
L02691,Male,36,Middle-aged,Caucasian,70800.0,21400.0,642,425300.0,360,6.9,Mortgage,Graduate,No,0,Semiurban,0.332,1
L02692,Female,31,Middle-aged,Asian,27300.0,20200.0,587,185100.0,360,3.0,Mortgage,Undergraduate,No,3+,Rural,0.28,0
L02693,Male,31,Middle-aged,Caucasian,65300.0,19600.0,541,266900.0,120,4.8,Mortgage,Graduate,Yes,1,Semiurban,0.419,0
L02694,Male,36,Middle-aged,Caucasian,77800.0,0.0,644,310700.0,360,10.0,Mortgage,Graduate,No,3+,Urban,0.287,1
L02695,Female,45,Middle-aged,Hispanic,20000.0,12200.0,612,105700.0,360,11.3,Rent,Graduate,No,0,Rural,0.236,1
L02696,Male,25,Young,Caucasian,46100.0,0.0,539,178400.0,360,2.4,Mortgage,Graduate,No,1,Semiurban,0.278,0
L02697,Female,36,Middle-aged,Hispanic,20000.0,0.0,521,62000.0,180,4.9,Mortgage,Graduate,No,0,Rural,0.314,0
L02698,Male,40,Middle-aged,Caucasian,46800.0,0.0,591,196700.0,180,3.3,Own,Graduate,No,0,Semiurban,0.426,0
L02699,Female,27,Young,Asian,41500.0,0.0,600,131300.0,360,1.8,Rent,Graduate,No,2,Urban,0.228,0
L02700,Female,62,Senior,Caucasian,20000.0,15600.0,604,136100.0,360,7.3,Own,Graduate,No,0,Semiurban,0.275,1
L02701,Male,30,Middle-aged,Caucasian,105900.0,0.0,589,482400.0,360,3.5,Rent,Graduate,No,0,Semiurban,0.328,1
L02702,Female,32,Middle-aged,Caucasian,46700.0,0.0,625,177200.0,180,9.2,Rent,Undergraduate,No,0,Semiurban,0.384,0
L02703,Male,29,Young,Caucasian,34900.0,0.0,626,155500.0,180,5.2,Mortgage,Undergraduate,No,0,Urban,0.451,0
L02704,Male,62,Senior,Caucasian,88100.0,0.0,693,310500.0,360,14.5,Mortgage,Undergraduate,No,1,Urban,0.254,1
L02705,Female,47,Middle-aged,African American,20000.0,17900.0,575,106300.0,360,11.4,Mortgage,Graduate,No,1,Urban,0.202,0
L02706,Female,29,Young,Caucasian,25500.0,0.0,622,94500.0,360,6.1,Mortgage,Graduate,No,2,Rural,0.267,0
L02707,Male,54,Middle-aged,Caucasian,20000.0,0.0,608,95900.0,360,8.9,Rent,Graduate,No,3+,Urban,0.345,0
L02708,Male,43,Middle-aged,Caucasian,100800.0,0.0,596,350200.0,360,17.1,Rent,Graduate,No,0,Semiurban,0.25,1
L02709,Male,44,Middle-aged,Caucasian,56000.0,0.0,695,238900.0,360,8.1,Mortgage,Graduate,No,0,Rural,0.307,1
L02710,Male,36,Middle-aged,Asian,63800.0,0.0,649,220200.0,180,6.0,Mortgage,Graduate,No,0,Semiurban,0.349,1
L02711,Female,32,Middle-aged,Hispanic,41500.0,0.0,597,151100.0,360,12.3,Rent,Undergraduate,Yes,0,Urban,0.262,0
L02712,Male,45,Middle-aged,Caucasian,61700.0,0.0,545,217800.0,360,4.4,Rent,Graduate,No,2,Urban,0.254,1
L02713,Male,34,Middle-aged,Caucasian,50600.0,0.0,569,225200.0,360,7.7,Rent,Graduate,Yes,1,Semiurban,0.32,0
L02714,Male,62,Senior,Asian,54600.0,0.0,780,228500.0,180,7.2,Mortgage,Graduate,No,0,Urban,0.424,1
L02715,Male,25,Young,Caucasian,51200.0,23300.0,510,294100.0,360,9.6,Own,Graduate,No,2,Urban,0.284,0
L02716,Male,59,Senior,Caucasian,38400.0,0.0,627,134200.0,360,14.0,Own,Graduate,No,1,Semiurban,0.251,1
L02717,Female,39,Middle-aged,Caucasian,40900.0,16700.0,613,150400.0,360,6.7,Mortgage,Graduate,No,0,Urban,0.188,1
L02718,Female,44,Middle-aged,Caucasian,46500.0,14300.0,645,245300.0,360,9.3,Rent,Undergraduate,No,0,Urban,0.29,0
L02719,Female,50,Middle-aged,Caucasian,43600.0,0.0,543,142100.0,360,12.2,Mortgage,Undergraduate,No,2,Rural,0.234,1
L02720,Male,33,Middle-aged,Caucasian,27100.0,32200.0,604,157400.0,360,5.6,Mortgage,Graduate,No,0,Semiurban,0.191,1
L02721,Female,51,Middle-aged,African American,20000.0,26500.0,514,125900.0,360,16.8,Rent,Graduate,No,3+,Rural,0.195,0
L02722,Female,18,Young,Caucasian,64300.0,16800.0,607,342900.0,120,2.9,Own,Graduate,No,0,Urban,0.563,0
L02723,Female,32,Middle-aged,Caucasian,36900.0,0.0,561,162700.0,360,13.2,Rent,Graduate,No,0,Urban,0.317,0
L02724,Male,29,Young,Caucasian,61900.0,0.0,564,211400.0,360,6.0,Mortgage,Graduate,Yes,1,Semiurban,0.246,0
L02725,Male,25,Young,Caucasian,31700.0,0.0,635,137700.0,360,3.8,Own,Graduate,No,0,Semiurban,0.313,0
L02726,Male,38,Middle-aged,Caucasian,27200.0,0.0,587,124900.0,360,3.0,Rent,Graduate,No,2,Rural,0.33,0
L02727,Male,45,Middle-aged,Hispanic,31500.0,28400.0,644,180800.0,360,5.8,Rent,Graduate,No,1,Rural,0.217,1
L02728,Male,49,Middle-aged,Caucasian,44800.0,17600.0,662,192500.0,180,14.8,Rent,Undergraduate,No,3+,Semiurban,0.312,1
L02729,Male,43,Middle-aged,African American,30100.0,0.0,687,136300.0,360,6.5,Rent,Graduate,No,1,Semiurban,0.326,1
L02730,Male,33,Middle-aged,Caucasian,82300.0,22700.0,565,413000.0,120,5.0,Rent,Graduate,No,0,Rural,0.524,0
L02731,Female,45,Middle-aged,African American,34200.0,35900.0,673,169400.0,180,7.4,Mortgage,Graduate,No,0,Rural,0.245,1
L02732,Male,42,Middle-aged,Caucasian,102700.0,0.0,669,462200.0,360,5.3,Rent,Undergraduate,No,0,Urban,0.324,1
L02733,Male,52,Middle-aged,Caucasian,57600.0,0.0,624,236100.0,360,8.5,Mortgage,Graduate,No,3+,Semiurban,0.295,1
L02734,Female,50,Middle-aged,Asian,20000.0,0.0,545,93900.0,360,7.2,Mortgage,Graduate,No,0,Semiurban,0.338,0
L02735,Female,41,Middle-aged,Caucasian,63600.0,16300.0,671,247900.0,360,15.5,Mortgage,Undergraduate,No,1,Rural,0.223,1
L02736,Female,30,Middle-aged,Asian,22800.0,12300.0,530,105100.0,120,6.0,Rent,Undergraduate,No,0,Rural,0.399,0
L02737,Female,33,Middle-aged,Caucasian,45700.0,0.0,640,193000.0,360,11.2,Mortgage,Undergraduate,No,0,Urban,0.304,0
L02738,Male,34,Middle-aged,Hispanic,32400.0,0.0,715,132300.0,180,8.2,Mortgage,Graduate,No,0,Rural,0.413,1
L02739,Female,37,Middle-aged,Asian,98200.0,20500.0,715,422300.0,120,4.0,Rent,Graduate,No,1,Rural,0.474,1
L02740,Male,44,Middle-aged,Hispanic,78500.0,11100.0,735,395000.0,360,14.0,Mortgage,Undergraduate,No,0,Urban,0.317,1
L02741,Male,49,Middle-aged,Caucasian,36400.0,0.0,582,155500.0,180,5.1,Rent,Graduate,No,0,Semiurban,0.433,0
L02742,Male,40,Middle-aged,Caucasian,46600.0,0.0,666,214300.0,360,6.3,Rent,Graduate,No,0,Semiurban,0.331,0
L02743,Male,41,Middle-aged,Asian,54100.0,19200.0,559,215200.0,180,4.8,Mortgage,Graduate,No,1,Semiurban,0.297,1
L02744,Male,42,Middle-aged,Hispanic,62300.0,0.0,621,289100.0,360,7.5,Own,Graduate,No,0,Semiurban,0.334,0
L02745,Female,34,Middle-aged,Hispanic,37200.0,0.0,708,150200.0,360,4.2,Mortgage,Graduate,No,0,Urban,0.29,1
L02746,Female,29,Young,Caucasian,27700.0,19100.0,552,116500.0,360,8.1,Mortgage,Graduate,No,0,Rural,0.179,0
L02747,Female,19,Young,Asian,31300.0,0.0,643,110400.0,360,14.0,Rent,Undergraduate,No,1,Urban,0.254,0
L02748,Male,32,Middle-aged,Caucasian,48900.0,6400.0,671,160000.0,360,8.3,Mortgage,Graduate,Yes,0,Semiurban,0.208,1
L02749,Female,46,Middle-aged,Caucasian,68300.0,0.0,711,275100.0,360,6.4,Rent,Graduate,No,3+,Urban,0.29,1
L02750,Female,32,Middle-aged,Caucasian,49400.0,0.0,534,184400.0,360,6.7,Rent,Undergraduate,No,0,Semiurban,0.269,0
L02751,Male,38,Middle-aged,Caucasian,36000.0,0.0,640,188000.0,360,14.0,Mortgage,Graduate,No,1,Semiurban,0.376,1
L02752,Female,46,Middle-aged,Hispanic,47700.0,0.0,620,236300.0,180,5.8,Rent,Graduate,No,2,Rural,0.502,0
L02753,Male,47,Middle-aged,Caucasian,42000.0,0.0,692,204000.0,360,5.0,Mortgage,Graduate,No,0,Rural,0.349,1
L02754,Male,28,Young,African American,56000.0,28700.0,510,294300.0,360,2.2,Own,Graduate,No,0,Semiurban,0.25,0
L02755,Female,52,Middle-aged,Caucasian,114500.0,0.0,714,551400.0,120,8.5,Mortgage,Undergraduate,No,2,Semiurban,0.642,1
L02756,Male,54,Middle-aged,Caucasian,42500.0,20100.0,651,191600.0,360,12.0,Own,Undergraduate,Yes,0,Semiurban,0.22,1
L02757,Male,27,Young,Caucasian,67600.0,0.0,498,288100.0,360,6.7,Rent,Graduate,No,0,Semiurban,0.307,0
